32|AssetRecoveryDispatcher|pause()|external_contract_call|f
33|AssetRecoveryDispatcher|paused()||t
34|AssetRecoveryDispatcher|proxiableUUID()||t
35|AssetRecoveryDispatcher|renounceOwnership()|ownership_transfer|f
36|AssetRecoveryDispatcher|roleRegistry()||t
37|AssetRecoveryDispatcher|setDelegate(address)|ownership_transfer|f
38|AssetRecoveryDispatcher|setPeer(uint32,bytes32)|ownership_transfer|f
39|AssetRecoveryDispatcher|transferOwnership(address)|ownership_transfer|f
40|AssetRecoveryDispatcher|unpause()|external_contract_call|f
41|AssetRecoveryDispatcher|upgradeToAndCall(address,bytes)|delegatecall_execution|t
44|Treasury|withdraw(uint256,address)|asset_send|f
45|ERC1967Proxy|fallback()|external_contract_call|t
2738|PaymentSplitter|adjustSplits(PaymentSplitter.SplitInformation[])|hook_update|f
1339|LayerZeroTellerWithRateLimiting|removeChain(uint32)|external_contract_call|f
1340|LayerZeroTellerWithRateLimiting|setAuthority(Authority)|authority_update|f
1341|LayerZeroTellerWithRateLimiting|setChainGasLimit(uint32,uint128)|external_contract_call|f
1342|LayerZeroTellerWithRateLimiting|setDelegate(address)||f
46|TopUp|initialize(address)|ownership_transfer|t
47|TopUp|processTopUp(address[])|asset_send|f
48|TopUp|receive()|asset_send|t
49|AccountantWithRateProviders|claimFees(ERC20)|external_contract_call|f
50|AccountantWithRateProviders|getRateInQuote(ERC20)|external_contract_call|t
51|AccountantWithRateProviders|getRateInQuoteSafe(ERC20)|external_contract_call|t
52|AccountantWithRateProviders|getRateSafe()||t
53|AccountantWithRateProviders|pause()|hook_update|f
54|AccountantWithRateProviders|previewUpdateExchangeRate(uint96)|hook_update|t
55|AccountantWithRateProviders|resetHighwaterMark()|external_contract_call|f
56|AccountantWithRateProviders|setAuthority(Authority)|authority_update|f
57|AccountantWithRateProviders|setRateProviderData(ERC20,bool,address)|external_contract_call|f
58|AccountantWithRateProviders|transferOwnership(address)|ownership_transfer|f
59|AccountantWithRateProviders|unpause()|hook_update|f
60|AccountantWithRateProviders|updateDelay(uint24)|hook_update|f
61|AccountantWithRateProviders|updateExchangeRate(uint96)|hook_update|f
62|AccountantWithRateProviders|updateLower(uint16)|hook_update|f
77|MerkleDistributorWithDeadline|renounceOwnership()|ownership_transfer|f
269|L1SyncPoolETH|getLockBox()||t
63|AccountantWithRateProviders|updatePayoutAddress(address)|hook_update|f
64|AccountantWithRateProviders|updatePerformanceFee(uint16)|hook_update|f
65|AccountantWithRateProviders|updatePlatformFee(uint16)|hook_update|f
66|AccountantWithRateProviders|updateUpper(uint16)|hook_update|f
67|EtherFiTimelock|cancel(bytes32)|external_contract_call|f
68|EtherFiTimelock|execute(address,uint256,bytes,bytes32,bytes32)|asset_send|f
78|MerkleDistributorWithDeadline|transferOwnership(address)|ownership_transfer|f
69|EtherFiTimelock|executeBatch(address[],uint256[],bytes[],bytes32,bytes32)|asset_send|f
70|EtherFiTimelock|grantRole(bytes32,address)|role_management|f
71|EtherFiTimelock|renounceRole(bytes32,address)||t
72|EtherFiTimelock|revokeRole(bytes32,address)|role_management|f
73|EtherFiTimelock|schedule(address,uint256,bytes,bytes32,bytes32,uint256)|external_contract_call|f
74|EtherFiTimelock|scheduleBatch(address[],uint256[],bytes[],bytes32,bytes32,uint256)|external_contract_call|f
75|EtherFiTimelock|updateDelay(uint256)||f
76|MerkleDistributorWithDeadline|claim(uint256,address,uint256,bytes32[])|asset_send|t
79|MerkleDistributorWithDeadline|withdraw()|asset_send|f
80|MerkleDistributorWithDeadline|claim(uint256,address,uint256,bytes32[])|asset_send|t
81|MerkleDistributorWithDeadline|renounceOwnership()|ownership_transfer|f
82|MerkleDistributorWithDeadline|transferOwnership(address)|ownership_transfer|f
83|MerkleDistributorWithDeadline|withdraw()|asset_send|f
84|MerkleDistributorWithDeadline|claim(uint256,address,uint256,bytes32[])|asset_send|t
85|MerkleDistributorWithDeadline|renounceOwnership()|ownership_transfer|f
86|MerkleDistributorWithDeadline|transferOwnership(address)|ownership_transfer|f
133|LRTSquaredCore|approve(address,uint256)||t
87|MerkleDistributorWithDeadline|withdraw()|asset_send|f
88|MerkleDistributorWithDeadline|claim(uint256,address,uint256,bytes32[])|asset_send|t
89|MerkleDistributorWithDeadline|renounceOwnership()|ownership_transfer|f
90|MerkleDistributorWithDeadline|transferOwnership(address)|ownership_transfer|f
91|MerkleDistributorWithDeadline|withdraw()|asset_send|f
92|MerkleDistributorWithDeadline|claim(uint256,address,uint256,bytes32[])|asset_send|t
93|MerkleDistributorWithDeadline|renounceOwnership()|ownership_transfer|f
94|MerkleDistributorWithDeadline|transferOwnership(address)|ownership_transfer|f
144|LRTSquaredCore|getRateLimit()|external_contract_call|t
270|L1SyncPoolETH|getReceiver(uint32)||t
95|MerkleDistributorWithDeadline|withdraw()|asset_send|f
96|MerkleDistributorWithDeadline|claim(uint256,address,uint256,bytes32[])|asset_send|t
97|MerkleDistributorWithDeadline|renounceOwnership()|ownership_transfer|f
98|MerkleDistributorWithDeadline|transferOwnership(address)|ownership_transfer|f
99|MerkleDistributorWithDeadline|withdraw()|asset_send|f
100|MerkleDistributorWithDeadline|claim(uint256,address,uint256,bytes32[])|asset_send|t
101|MerkleDistributorWithDeadline|renounceOwnership()|ownership_transfer|f
102|MerkleDistributorWithDeadline|transferOwnership(address)|ownership_transfer|f
145|LRTSquaredCore|getTokenTotalValuesInEth(address)|external_contract_call|t
103|MerkleDistributorWithDeadline|withdraw()|asset_send|f
104|AddressProvider|addContract(address,string)||f
105|AddressProvider|getImplementationAddress(string)|external_contract_call|t
106|AddressProvider|removeContract(string)||f
107|AddressProvider|setOwner(address)|ownership_transfer|f
108|IncentiveDistributor|claim(address,bytes32[],address[],uint256[],bytes32[][])|asset_send|t
109|IncentiveDistributor|registerMerkleTree(bytes32)||f
110|IncentiveDistributor|transferOwnership(address)|ownership_transfer|f
111|IncentiveDistributor|unregisterMerkleTree(bytes32)||f
112|IncentiveDistributor|verifyClaim(address,address,uint256,bytes32,bytes32[])|external_contract_call|t
113|IncentiveDistributor|withdraw(address,address,uint256)|asset_send|f
114|StargateAdapter|bridge(address,uint256,address,uint256,bytes)|external_contract_call|t
115|StargateAdapter|getBridgeFee(address,uint256,address,uint256,bytes)|external_contract_call|t
116|StargateAdapter|prepareRideBus(address,uint256,address,uint256)|external_contract_call|t
117|wstETH_Burner|requestIds(uint256,uint256)|external_contract_call|t
118|wstETH_Burner|requestIdsLength()|external_contract_call|t
119|wstETH_Burner|triggerBurn(uint256)|contract_deployment|t
120|wstETH_Burner|triggerBurnBatch(uint256[],uint256[])|contract_deployment|t
121|wstETH_Burner|triggerWithdrawal(uint256)|external_contract_call|t
122|BoringVaultPriceProvider|getPriceInEth(address)|external_contract_call|t
123|BoringVaultPriceProvider|renounceOwnership()|ownership_transfer|f
124|BoringVaultPriceProvider|setPriceProvider(address)|hook_update|f
125|BoringVaultPriceProvider|setVaultTokenToUnderlyingToken(address[],address[],uint8[])|external_contract_call|f
126|BoringVaultPriceProvider|transferOwnership(address)|ownership_transfer|f
127|MerkleDistributorWithDeadline|claim(uint256,address,uint256,bytes32[])|asset_send|t
128|MerkleDistributorWithDeadline|renounceOwnership()|ownership_transfer|f
129|MerkleDistributorWithDeadline|transferOwnership(address)|ownership_transfer|f
130|MerkleDistributorWithDeadline|withdraw()|asset_send|f
131|SEthFiStrategy|deposit(address,uint256,uint256)|external_contract_call|t
132|LRTSquaredCore|_convertToShares(uint256,Math.Rounding)|external_contract_call|t
198|PriceProvider|claimGovernance()||f
134|LRTSquaredCore|assetForVaultShares(uint256,address)|external_contract_call|t
135|LRTSquaredCore|assetOf(address,address)|external_contract_call|t
136|LRTSquaredCore|assetsForVaultShares(uint256)|external_contract_call|t
137|LRTSquaredCore|assetsOf(address)|external_contract_call|t
138|LRTSquaredCore|claimGovernance()||f
139|LRTSquaredCore|communityPause()||t
140|LRTSquaredCore|deposit(address[],uint256[],address)|external_contract_call|t
141|LRTSquaredCore|eip712Domain()||t
142|LRTSquaredCore|fairValueOf(uint256)|external_contract_call|t
143|LRTSquaredCore|getPositionWeight(address)|external_contract_call|t
146|LRTSquaredCore|getTokenValuesInEth(address[],uint256[])|external_contract_call|t
147|LRTSquaredCore|paused()||t
148|LRTSquaredCore|permit(address,address,uint256,uint256,uint8,bytes32,bytes32)||t
149|LRTSquaredCore|positionWeightLimit()|external_contract_call|t
150|LRTSquaredCore|previewDeposit(address[],uint256[])|external_contract_call|t
151|LRTSquaredCore|previewRedeem(uint256)|external_contract_call|t
152|LRTSquaredCore|proxiableUUID()||t
153|LRTSquaredCore|redeem(uint256)|external_contract_call|t
154|LRTSquaredCore|setAdminImpl(address)||f
155|LRTSquaredCore|totalAssets()|external_contract_call|t
156|LRTSquaredCore|transfer(address,uint256)||t
199|PriceProvider|getEthUsdPrice()|external_contract_call|t
157|LRTSquaredCore|transferFrom(address,address,uint256)||t
158|LRTSquaredCore|transferGovernance(address)||f
159|LRTSquaredCore|tvl()|external_contract_call|t
160|LRTSquaredCore|upgradeToAndCall(address,bytes)|delegatecall_execution|f
161|LRTSquaredCore|withdrawCommunityDepositedPauseAmount()|asset_send|t
162|LRTSquaredAdmin|approve(address,uint256)||t
163|LRTSquaredAdmin|claimGovernance()||f
164|LRTSquaredAdmin|depositToStrategy(address,uint256)|external_contract_call|f
165|LRTSquaredAdmin|eip712Domain()||t
166|LRTSquaredAdmin|getTokenTotalValuesInEth(address)|external_contract_call|t
167|LRTSquaredAdmin|getTokenValuesInEth(address[],uint256[])|external_contract_call|t
168|LRTSquaredAdmin|pause()||f
169|LRTSquaredAdmin|paused()||t
170|LRTSquaredAdmin|permit(address,address,uint256,uint256,uint8,bytes32,bytes32)||t
171|LRTSquaredAdmin|proxiableUUID()||t
172|LRTSquaredAdmin|rebalance(address,address,uint256,uint256,bytes)|external_contract_call|f
173|LRTSquaredAdmin|registerToken(address,uint64)|external_contract_call|f
174|LRTSquaredAdmin|setAdminImpl(address)||f
175|LRTSquaredAdmin|setCommunityPauseDepositAmount(uint256)||f
176|LRTSquaredAdmin|setDepositors(address[],bool[])|hook_update|f
177|LRTSquaredAdmin|setFee(LRTSquaredStorage.Fee)|hook_update|f
178|LRTSquaredAdmin|setMaxSlippageForRebalancing(uint256)||f
179|LRTSquaredAdmin|setPauser(address,bool)|hook_update|f
180|LRTSquaredAdmin|setPercentageRateLimit(uint128)|hook_update|f
181|LRTSquaredAdmin|setRateLimitConfig(uint128,uint64,uint128)|external_contract_call|f
182|LRTSquaredAdmin|setRateLimitTimePeriod(uint64)|hook_update|f
183|LRTSquaredAdmin|setRebalancer(address)|ownership_transfer|f
184|LRTSquaredAdmin|setRefillRatePerSecond(uint64)|external_contract_call|f
185|LRTSquaredAdmin|setSwapper(address)|hook_update|f
186|LRTSquaredAdmin|setTokenStrategyConfig(address,LRTSquaredStorage.StrategyConfig)|external_contract_call|f
187|LRTSquaredAdmin|setTreasuryAddress(address)|hook_update|f
188|LRTSquaredAdmin|totalAssets()|external_contract_call|t
189|LRTSquaredAdmin|transfer(address,uint256)||t
200|PriceProvider|getPriceInEth(address)|external_contract_call|t
271|L1SyncPoolETH|getTokenOut()||t
190|LRTSquaredAdmin|transferFrom(address,address,uint256)||t
191|LRTSquaredAdmin|transferGovernance(address)||f
192|LRTSquaredAdmin|unpause()|asset_send|f
193|LRTSquaredAdmin|updatePriceProvider(address)|hook_update|f
194|LRTSquaredAdmin|updateTokenPositionWeightLimit(address,uint64)|hook_update|f
195|LRTSquaredAdmin|updateWhitelist(address,bool)|hook_update|f
196|LRTSquaredAdmin|upgradeToAndCall(address,bytes)|delegatecall_execution|f
197|LRTSquaredAdmin|whitelistRebalacingOutputToken(address,bool)|external_contract_call|f
1343|LayerZeroTellerWithRateLimiting|setInboundRateLimits(PairwiseRateLimiter.RateLimitConfig[])|external_contract_call|f
201|PriceProvider|initialize(address,address[],PriceProvider.Config[])||t
202|PriceProvider|proxiableUUID()||t
203|PriceProvider|setTokenConfig(address[],PriceProvider.Config[])|hook_update|f
204|PriceProvider|transferGovernance(address)||f
205|PriceProvider|upgradeToAndCall(address,bytes)|delegatecall_execution|f
206|Swapper1InchV6|swap(address,address,uint256,uint256,bytes)|external_contract_call|t
207|EEigenStrategy|deposit(address,uint256,uint256)|external_contract_call|t
208|EtherFiStaking|delegate(address)||t
228|EtherfiL1LineaReceiverETH|getMessenger()|ownership_transfer|t
236|L1LineaReceiverETH|getL1SyncPool()||t
209|EtherFiStaking|deposit(uint256,address)|asset_send|t
210|EtherFiStaking|initialize(address)|authority_update,pause_toggle,ownership_transfer|t
211|EtherFiStaking|pause()|pause_toggle|f
212|EtherFiStaking|proxiableUUID()||t
213|EtherFiStaking|renounceOwnership()|ownership_transfer|f
214|EtherFiStaking|transferOwnership(address)|ownership_transfer|f
215|EtherFiStaking|unpause()|pause_toggle|f
216|EtherFiStaking|upgradeTo(address)|delegatecall_execution|f
237|L1LineaReceiverETH|getMessenger()|ownership_transfer|t
250|L1ModeReceiverETH|renounceOwnership()|ownership_transfer|f
217|EtherFiStaking|upgradeToAndCall(address,bytes)|delegatecall_execution|f
218|EtherFiStaking|withdraw(uint256)|asset_send|t
219|eBtcRateProvider|decimals()|external_contract_call|t
220|eBtcRateProvider|getRate()|external_contract_call|t
221|eBtcRateProvider|getRateSafe()|external_contract_call|t
222|AddressProvider|addContract(address,address,string)||f
223|AddressProvider|deactivateContract(string)|hook_update|f
224|AddressProvider|reactivateContract(string)|hook_update|f
225|AddressProvider|setOwner(address)|ownership_transfer|f
226|AddressProvider|updateContractImplementation(string,address)|hook_update|f
227|EtherfiL1LineaReceiverETH|getL1SyncPool()||t
229|EtherfiL1LineaReceiverETH|initialize(address,address,address)|ownership_transfer|t
230|EtherfiL1LineaReceiverETH|onMessageReceived(bytes)|ownership_transfer|f
231|EtherfiL1LineaReceiverETH|owner()|ownership_transfer|t
232|EtherfiL1LineaReceiverETH|renounceOwnership()|ownership_transfer|f
233|EtherfiL1LineaReceiverETH|setL1SyncPool(address)|ownership_transfer|f
234|EtherfiL1LineaReceiverETH|setMessenger(address)|ownership_transfer|f
235|EtherfiL1LineaReceiverETH|transferOwnership(address)|ownership_transfer|f
2739|PaymentSplitter|payoutSplits(ERC20)|external_contract_call|f
2741|PaymentSplitter|rescueERC20(ERC20)|external_contract_call|f
238|L1LineaReceiverETH|initialize(address,address,address)|ownership_transfer|t
239|L1LineaReceiverETH|onMessageReceived(bytes)|ownership_transfer|f
240|L1LineaReceiverETH|owner()|ownership_transfer|t
241|L1LineaReceiverETH|renounceOwnership()|ownership_transfer|f
242|L1LineaReceiverETH|setL1SyncPool(address)|ownership_transfer|f
243|L1LineaReceiverETH|setMessenger(address)|ownership_transfer|f
244|L1LineaReceiverETH|transferOwnership(address)|ownership_transfer|f
245|L1ModeReceiverETH|getL1SyncPool()||t
246|L1ModeReceiverETH|getMessenger()|ownership_transfer|t
247|L1ModeReceiverETH|initialize(address,address,address)|ownership_transfer|t
248|L1ModeReceiverETH|onMessageReceived(bytes)|ownership_transfer|f
251|L1ModeReceiverETH|setL1SyncPool(address)|ownership_transfer|f
252|L1ModeReceiverETH|setMessenger(address)|ownership_transfer|f
253|L1ModeReceiverETH|transferOwnership(address)|ownership_transfer|f
2740|TellerWithMultiAssetSupport|addAsset(ERC20)|external_contract_call|f
2744|TellerWithMultiAssetSupport|allowAll(address)|external_contract_call|f
2745|TellerWithMultiAssetSupport|allowFrom(address)|hook_update|f
2746|TellerWithMultiAssetSupport|allowOperator(address)|hook_update|f
2747|TellerWithMultiAssetSupport|allowTo(address)|hook_update|f
2748|TellerWithMultiAssetSupport|beforeTransfer(address,address,address)||t
254|MockEtherFiAdmin|canExecuteTasks(IEtherFiOracle.OracleReport)|external_contract_call|t
255|MockEtherFiAdmin|executeTasks(IEtherFiOracle.OracleReport,bytes[],bytes[])|external_contract_call|f
256|MockEtherFiAdmin|getImplementation()|external_contract_call|t
257|MockEtherFiAdmin|initialize(address,address,address,address,address,address,address,int32,uint16)|pause_toggle,ownership_transfer|t
258|MockEtherFiAdmin|pause(bool,bool,bool,bool,bool,bool)|external_contract_call|f
259|MockEtherFiAdmin|proxiableUUID()||t
260|MockEtherFiAdmin|renounceOwnership()|ownership_transfer|f
261|MockEtherFiAdmin|transferOwnership(address)|ownership_transfer|f
262|MockEtherFiAdmin|unPause(bool,bool,bool,bool,bool,bool)|external_contract_call|f
263|MockEtherFiAdmin|updateAcceptableRebaseApr(int32)||f
264|MockEtherFiAdmin|updateAdmin(address,bool)|hook_update|f
266|MockEtherFiAdmin|updatePostReportWaitTimeInSlots(uint16)||f
267|MockEtherFiAdmin|upgradeTo(address)|delegatecall_execution|f
268|MockEtherFiAdmin|upgradeToAndCall(address,bytes)|delegatecall_execution|f
2742|PaymentSplitter|setAuthority(Authority)|authority_update|f
1344|LayerZeroTellerWithRateLimiting|setOutboundRateLimits(PairwiseRateLimiter.RateLimitConfig[])|external_contract_call|f
1345|LayerZeroTellerWithRateLimiting|setPeer(uint32,bytes32)||f
1346|LayerZeroTellerWithRateLimiting|setShareLockPeriod(uint64)|external_contract_call|f
272|L1SyncPoolETH|getTotalUnbackedTokens()||t
273|L1SyncPoolETH|initialize(address,address,address,address)|ownership_transfer|t
274|L1SyncPoolETH|lzReceive(Origin,bytes32,bytes,address,bytes)||f
275|L1SyncPoolETH|onMessageReceived(uint32,bytes32,address,uint256,uint256)||f
276|L1SyncPoolETH|owner()|ownership_transfer|t
277|L1SyncPoolETH|peers(uint32)||t
278|L1SyncPoolETH|renounceOwnership()|ownership_transfer|f
279|L1SyncPoolETH|setDelegate(address)|ownership_transfer|f
280|L1SyncPoolETH|setDummyToken(uint32,address)|ownership_transfer|f
281|L1SyncPoolETH|setLockBox(address)|ownership_transfer|f
282|L1SyncPoolETH|setPeer(uint32,bytes32)|ownership_transfer|f
310|StakingManagerV2|updateMerkleRoot(bytes32)||f
283|L1SyncPoolETH|setReceiver(uint32,address)|ownership_transfer|f
284|L1SyncPoolETH|setTokenOut(address)|ownership_transfer|f
285|L1SyncPoolETH|setVault(address)|ownership_transfer|f
286|L1SyncPoolETH|sweep(address,address,uint256)|asset_send,ownership_transfer|f
287|L1SyncPoolETH|transferOwnership(address)|ownership_transfer|f
288|StakingManagerV2|batchDepositWithBidIds(uint256[],bytes32[])||t
289|StakingManagerV2|batchRegisterValidators(bytes32,uint256[],IStakingManager.DepositData[])||t
309|StakingManagerV2|unPauseContract()|pause_toggle|f
290|StakingManagerV2|batchRegisterValidators(bytes32,uint256[],address,address,IStakingManager.DepositData[])||t
291|StakingManagerV2|cancelDeposit(uint256)||t
292|StakingManagerV2|disableWhitelist()||f
293|StakingManagerV2|enableWhitelist()||f
294|StakingManagerV2|getImplementation()|external_contract_call|t
295|StakingManagerV2|initialize(address)|ownership_transfer|t
296|StakingManagerV2|pauseContract()|pause_toggle|f
297|StakingManagerV2|proxiableUUID()||t
298|StakingManagerV2|registerBNFTContract(address)|hook_update|f
299|StakingManagerV2|registerEth2DepositContract(address)|authority_update|f
300|StakingManagerV2|registerEtherFiNodeImplementationContract(address)|contract_deployment|f
301|StakingManagerV2|registerTNFTContract(address)|hook_update|f
302|StakingManagerV2|registerValidator(bytes32,uint256,IStakingManager.DepositData)||t
303|StakingManagerV2|registerValidator(bytes32,uint256,address,address,IStakingManager.DepositData)||t
304|StakingManagerV2|renounceOwnership()|ownership_transfer|f
305|StakingManagerV2|setEtherFiNodesManagerAddress(address)||f
306|StakingManagerV2|setLiquidityPoolAddress(address)||f
307|StakingManagerV2|setMaxBatchDepositSize(uint128)||f
308|StakingManagerV2|transferOwnership(address)|ownership_transfer|f
311|StakingManagerV2|upgradeEtherFiNode(address)|external_contract_call|f
312|StakingManagerV2|upgradeTo(address)|delegatecall_execution|f
313|StakingManagerV2|upgradeToAndCall(address,bytes)|delegatecall_execution|f
314|MembershipManager|addNewTier(uint40,uint24)||f
315|MembershipManager|claim(uint256)|external_contract_call|t
316|MembershipManager|claimBatch(uint256[])|external_contract_call|t
317|MembershipManager|ethAmountForVaultShare(uint8,uint256)|external_contract_call|t
318|MembershipManager|getImplementation()|external_contract_call|t
319|MembershipManager|hasMetBurnFeeWaiverPeriod(uint256)|external_contract_call|t
320|MembershipManager|initializeOnUpgrade(address,uint256,uint16)|ownership_transfer|f
321|MembershipManager|migrateFromV0ToV1(uint256)|external_contract_call|t
322|MembershipManager|pauseContract()|pause_toggle|f
323|MembershipManager|proxiableUUID()||t
324|MembershipManager|rebase(int128)|external_contract_call|f
325|MembershipManager|renounceOwnership()|ownership_transfer|f
326|MembershipManager|requestWithdraw(uint256,uint256)|external_contract_call|f
327|MembershipManager|requestWithdrawAndBurn(uint256)|external_contract_call|f
328|MembershipManager|setDepositAmountParams(uint56,uint8)||f
329|MembershipManager|setFanBoostThresholdEthAmount(uint256)||f
330|MembershipManager|setFeeAmounts(uint256,uint256,uint256,uint16)||f
331|MembershipManager|setPoints(uint256,uint40,uint40)|external_contract_call|f
332|MembershipManager|setTopUpCooltimePeriod(uint32)||f
333|MembershipManager|setWithdrawalLockBlocks(uint32)||f
334|MembershipManager|topUpDepositWithEth(uint256,uint128,uint128)|external_contract_call|f
335|MembershipManager|transferOwnership(address)|ownership_transfer|f
336|MembershipManager|unPauseContract()|pause_toggle|f
337|MembershipManager|unwrapForEEthAndBurn(uint256)|asset_send|f
338|MembershipManager|updateAdmin(address,bool)|hook_update|f
339|MembershipManager|updatePointsParams(uint16,uint16)||f
340|MembershipManager|updateTier(uint8,uint40,uint24)|hook_update|f
341|MembershipManager|upgradeTo(address)|delegatecall_execution|f
342|MembershipManager|upgradeToAndCall(address,bytes)|delegatecall_execution|f
343|MembershipManager|vaultShareForEthAmount(uint8,uint256)|external_contract_call|t
344|MembershipManager|wrapEth(uint256,uint256)|mint|t
345|MembershipManager|wrapEth(uint256,uint256,address)|mint|t
346|MembershipManager|wrapEthForEap(uint256,uint256,uint32,uint256,uint256,bytes32[])|mint|f
2743|PaymentSplitter|transferOwnership(address)|ownership_transfer|f
2804|TellerWithMultiAssetSupport|addAsset(ERC20)|external_contract_call|f
2810|TellerWithMultiAssetSupport|allowAll(address)|external_contract_call|f
2811|TellerWithMultiAssetSupport|allowFrom(address)|hook_update|f
347|ScoreManager|addNewScoreType(bytes)||f
348|ScoreManager|getImplementation()|external_contract_call|t
349|ScoreManager|initialize()|pause_toggle,ownership_transfer|t
350|ScoreManager|proxiableUUID()||t
351|ScoreManager|renounceOwnership()|ownership_transfer|f
352|ScoreManager|setCallerStatus(address,bool)|hook_update|f
353|ScoreManager|setScore(uint256,address,uint256)||f
354|ScoreManager|transferOwnership(address)|ownership_transfer|f
355|ScoreManager|upgradeTo(address)|delegatecall_execution|f
356|ScoreManager|upgradeToAndCall(address,bytes)|delegatecall_execution|f
413|TimelockController|revokeRole(bytes32,address)|role_management|f
357|AvsOperatorManager|adminForwardCall(uint256,address,bytes4,bytes)|external_contract_call|f
358|AvsOperatorManager|avsNodeRunner(uint256)|external_contract_call|t
359|AvsOperatorManager|avsOperatorStatus(uint256,address)|external_contract_call|t
360|AvsOperatorManager|calculateOperatorAVSRegistrationDigestHash(uint256,address,bytes32,uint256)|external_contract_call|t
361|AvsOperatorManager|ecdsaSigner(uint256)|external_contract_call|t
362|AvsOperatorManager|forwardOperatorCall(uint256,address,bytes)|external_contract_call|t
363|AvsOperatorManager|forwardOperatorCall(uint256,address,bytes4,bytes)|external_contract_call|t
364|AvsOperatorManager|getAvsInfo(uint256,address)|external_contract_call|t
365|AvsOperatorManager|initialize(address,address,address)|contract_deployment,pause_toggle,ownership_transfer|t
366|AvsOperatorManager|initializeAvsDirectory(address)|hook_update|f
367|AvsOperatorManager|instantiateEtherFiAvsOperator(uint256)|contract_deployment|f
368|AvsOperatorManager|modifyOperatorDetails(uint256,IDelegationManager.OperatorDetails)|external_contract_call|f
369|AvsOperatorManager|operatorDetails(uint256)|external_contract_call|t
370|AvsOperatorManager|proxiableUUID()||t
371|AvsOperatorManager|registerAsOperator(uint256,IDelegationManager.OperatorDetails,string)|external_contract_call|f
372|AvsOperatorManager|renounceOwnership()|ownership_transfer|f
373|AvsOperatorManager|transferOwnership(address)|ownership_transfer|f
374|AvsOperatorManager|updateAdmin(address,bool)|hook_update|f
375|AvsOperatorManager|updateAllowedOperatorCalls(uint256,address,bytes4,bool)|hook_update|f
376|AvsOperatorManager|updateAvsNodeRunner(uint256,address)|external_contract_call|f
377|AvsOperatorManager|updateEcdsaSigner(uint256,address)|external_contract_call|f
378|AvsOperatorManager|updateOperatorMetadataURI(uint256,string)|external_contract_call|f
379|AvsOperatorManager|upgradeEtherFiAvsOperator(address)|external_contract_call|f
380|AvsOperatorManager|upgradeTo(address)|delegatecall_execution|f
381|AvsOperatorManager|upgradeToAndCall(address,bytes)|delegatecall_execution|f
382|DepositAdapter|depositETHForWeETH(address)|asset_send|t
383|DepositAdapter|depositStETHForWeETHWithPermit(uint256,address,ILiquifier.PermitInput)|asset_pull,asset_send|f
384|DepositAdapter|depositWETHForWeETH(uint256,address)|asset_pull,asset_send|t
385|DepositAdapter|depositWstETHForWeETHWithPermit(uint256,address,ILiquifier.PermitInput)|asset_pull,asset_send|f
393|RolesAuthority|setPublicCapability(address,bytes4,bool)|role_management|f
386|DepositAdapter|initialize()|pause_toggle,ownership_transfer|t
387|DepositAdapter|proxiableUUID()||t
388|DepositAdapter|renounceOwnership()|ownership_transfer|f
389|DepositAdapter|transferOwnership(address)|ownership_transfer|f
